lcia,value,unit,year,method,Location,Process,Scenario,model
Wdp,0.0018230879369856,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_100by2035,ReEDS
Acidification,0.0198177076315288,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Ecotoxicity,0.0795866656130876,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Eutrophication,1.6732546501484025e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Global Warming,0.1412985632341173,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Carcinogenics,0.0009783314157044,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Ozone Depletion,7.370860023641627e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Photochemical Oxidation,0.0001852783674467,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Non-Carcinogenics,1.7086696690240026,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
"Respiratory Effects, Average",9.566989317755952e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Alop,0.002950225341097,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Gwp100,0.1430894166386643,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Fdp,0.0604572246895657,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Fetpinf,3.565891199873689e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Fep,2.878964158943099e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Htpinf,0.0184751357045214,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Irp_He,0.0371636100740637,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Metpinf,0.0002558085343894,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Mep,1.250717701285948e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Mdp,0.0094714272199438,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Nltp,1.2901309522119964e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Odpinf,7.238761376584317e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Pmfp,0.0001342552230661,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Pofp,0.0003613888293873,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Tap100,0.0003412968507833,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Tetpinf,3.440770646520266e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Ulop,0.0089129252232908,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Wdp,0.0019460923613272,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS
Acidification,0.0151363791426731,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Ecotoxicity,0.0695252666428947,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Eutrophication,1.4527453933321977e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Global Warming,0.063253310828209,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Carcinogenics,0.0009994624383884,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Ozone Depletion,6.945375007213848e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Photochemical Oxidation,0.0001279058895149,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Non-Carcinogenics,1.7567218788034369,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
"Respiratory Effects, Average",6.854808939279348e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Alop,0.0028068318068021,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Gwp100,0.0649409884160802,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Fdp,0.0442470363399554,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Fetpinf,0.0001098846549135,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Fep,1.6514102287606024e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Htpinf,0.0198875219949133,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Irp_He,0.036345508330108,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Metpinf,0.000277310002782,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Mep,1.0790296554215277e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Mdp,0.0100766628038763,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Nltp,1.4465422904235068e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Odpinf,6.852145670975813e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Pmfp,9.9737743628795e-05,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Pofp,0.0002480115037234,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Tap100,0.000268329305779,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Tetpinf,3.159302056893777e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Ulop,0.0078111288699693,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Wdp,0.0018816913432075,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS
Acidification,0.0157289754094668,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Ecotoxicity,0.0763938259331078,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Eutrophication,1.5922692858163442e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Global Warming,0.0560680665513563,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Carcinogenics,0.0009601272506781,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Ozone Depletion,7.422308201468168e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Photochemical Oxidation,0.0001314037521196,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Non-Carcinogenics,1.8403771603681556,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
"Respiratory Effects, Average",6.854846552465952e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Alop,0.0029248049979515,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Gwp100,0.0576819693205208,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Fdp,0.0450250156271238,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Fetpinf,0.000129135442228,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Fep,1.844333390258016e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Htpinf,0.020575185748301,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Irp_He,0.0334872265205166,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Metpinf,0.0003003993183705,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Mep,1.1528811172180348e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Mdp,0.0098209351637106,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Nltp,1.496661072045945e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Odpinf,7.350302110793328e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Pmfp,0.0001015862085424,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Pofp,0.0002507941751926,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Tap100,0.0002812340458167,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Tetpinf,3.76609603472831e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Ulop,0.0094006787141048,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Wdp,0.0018314828216338,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS
Acidification,0.0158494154439277,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Ecotoxicity,0.072916123213437,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Eutrophication,1.5380394171317817e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Global Warming,0.0646278149636299,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Carcinogenics,0.001045588590439,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Ozone Depletion,6.028982854465482e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Photochemical Oxidation,0.0001365793184731,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Non-Carcinogenics,1.8021009522686289,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
"Respiratory Effects, Average",7.012647047256809e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Alop,0.0028407821841788,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Gwp100,0.0661383490024709,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Fdp,0.0376499285125565,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Fetpinf,8.054092081372828e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Fep,1.7908688569240886e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Htpinf,0.0209409282643015,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Irp_He,0.0320165498669981,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Metpinf,0.0002941991550172,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Mep,1.1237258233298288e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Mdp,0.0106064873346422,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Nltp,1.3015831918262106e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Odpinf,5.955928411985099e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Pmfp,0.0001033424264613,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Pofp,0.0002485801397928,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Tap100,0.0002801107022548,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Tetpinf,3.585101976656486e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Ulop,0.0091732856858069,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Wdp,0.0018142303302679,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS
Acidification,0.0182670667745904,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Ecotoxicity,0.0730098750554143,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Eutrophication,1.6863387211099038e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Global Warming,0.1113713659227011,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Carcinogenics,0.0009657584626021,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Ozone Depletion,6.4881987014247446e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Photochemical Oxidation,0.0001616268334666,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Non-Carcinogenics,1.6942606794795507,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
"Respiratory Effects, Average",8.657949640915326e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Alop,0.0029990122319439,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Gwp100,0.1129410463017712,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Fdp,0.0469622070675359,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Fetpinf,3.593178371325129e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Fep,2.3921769006818634e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Htpinf,0.0193218135805347,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Irp_He,0.0331206478580706,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Metpinf,0.0002869909437978,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Mep,1.219630491624524e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Mdp,0.0097060313884499,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Nltp,1.2213761024858845e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Odpinf,6.397137149039174e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Pmfp,0.0001215759156848,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Pofp,0.0003085617653069,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Tap100,0.0003174609059018,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Tetpinf,4.28019954532274e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Ulop,0.0120606209754382,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Wdp,0.0019372859634407,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS
Acidification,0.0197000862430244,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Ecotoxicity,0.079136796394231,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Eutrophication,1.6710850684860473e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Global Warming,0.1389953660315178,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Carcinogenics,0.0009778844246155,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Ozone Depletion,7.2891070450032105e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Photochemical Oxidation,0.0001836508287784,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Non-Carcinogenics,1.7050743808226718,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
"Respiratory Effects, Average",9.496506849803756e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Alop,0.0029550843059,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Gwp100,0.1407720715063722,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Fdp,0.0594132349819959,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Fetpinf,3.572925225177746e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Fep,2.847773301996748e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Htpinf,0.0185465765586067,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Irp_He,0.0365504041111262,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Metpinf,0.0002576967607091,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Mep,1.2458626011356592e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Mdp,0.0095041498372107,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Nltp,1.2858246385512424e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Odpinf,7.159604817067797e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Pmfp,0.0001333647864387,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Pofp,0.0003574121513786,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Tap100,0.0003394391472321,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Tetpinf,3.4868830949815614e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Ulop,0.0090890891974569,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Wdp,0.00194136642778,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS
Acidification,0.0213284993470671,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Ecotoxicity,0.0887821462695736,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Eutrophication,1.72093482521178e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Global Warming,0.1613080507563178,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Carcinogenics,0.0009863385010993,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Ozone Depletion,7.730762113378874e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Photochemical Oxidation,0.0002049873696934,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Non-Carcinogenics,1.732324883742017,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
"Respiratory Effects, Average",0.0001072700363067,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Alop,0.0029718549467026,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Gwp100,0.1631664833189257,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Fdp,0.0677716383632955,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Fetpinf,3.633402520009054e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Fep,3.6503332503845866e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Htpinf,0.0182510269089559,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Irp_He,0.0394019801828383,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Metpinf,0.000242005566171,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Mep,1.3131969164687844e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Mdp,0.0093240137807361,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Nltp,1.3384829770472018e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Odpinf,7.577607641896202e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Pmfp,0.0001495512691443,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Pofp,0.0003939128107763,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Tap100,0.0003639187061029,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Tetpinf,3.0780138636873195e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Ulop,0.0075783402056257,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Wdp,0.0019363465247629,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS
Acidification,0.014534677412748,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Ecotoxicity,0.0675233115140168,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Eutrophication,1.4299457717050803e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Global Warming,0.0528785352738644,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Carcinogenics,0.0011026774480645,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Ozone Depletion,3.8426591137321335e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Photochemical Oxidation,0.0001074587171406,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Non-Carcinogenics,1.7020082330627395,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
"Respiratory Effects, Average",6.983214868487269e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Alop,0.0027504364006379,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Gwp100,0.0539587345786639,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Fdp,0.0200052825067561,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
