lcia,value,unit,year,method,Location,Process,Scenario,model
Ecotoxicity,0.2563344744724655,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Eutrophication,3.607367408841607e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Global Warming,0.4432777043068744,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Carcinogenics,0.0009149007428832,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Ozone Depletion,1.1337751979932736e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Photochemical Oxidation,0.0005372549353034,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Non-Carcinogenics,2.0776767163268373,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
"Respiratory Effects, Average",0.0003421115478984,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Alop,0.0051051380575741,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Gwp100,0.4461219292102018,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Fdp,0.1417927322976009,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Fetpinf,6.148210481988638e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Fep,1.875853192264268e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Htpinf,0.0182784935702405,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Irp_He,0.0590529908324369,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Metpinf,0.0001681866768556,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Mep,2.8841492706816363e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Mdp,0.006074170274312,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Nltp,2.5684963402016888e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Odpinf,1.1015910711648057e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Pmfp,0.0004498519106318,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Pofp,0.0008156141297656,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Tap100,0.0008316148554472,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Tetpinf,1.689936149043667e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Ulop,0.0032052715932648,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Wdp,0.0025250786079776,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
Acidification,0.051562658405297,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Ecotoxicity,0.2553563067686142,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Eutrophication,3.598616778700001e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Global Warming,0.4428513537618223,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Carcinogenics,0.0009124779768643,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Ozone Depletion,1.1368494347611957e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Photochemical Oxidation,0.0005359030810764,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Non-Carcinogenics,2.0729637288628133,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
"Respiratory Effects, Average",0.0003411373187125,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Alop,0.0050928651261556,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Gwp100,0.4456970610178446,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Fdp,0.1418972510882188,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Fetpinf,6.137436579368397e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Fep,1.868530766531677e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Htpinf,0.018210604988633,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Irp_He,0.0591004020114722,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Metpinf,0.0001676823043453,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Mep,2.876927115275251e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Mdp,0.006056023433212,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Nltp,2.5652898695263397e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Odpinf,1.104617026957492e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Pmfp,0.0004485588238558,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Pofp,0.0008149880322632,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Tap100,0.0008298843811715,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Tetpinf,1.6882595509976938e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Ulop,0.003251967955874,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Wdp,0.0025246464496523,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS
Acidification,0.0506519764503623,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Ecotoxicity,0.2498446636312464,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Eutrophication,3.546206103197104e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Global Warming,0.4375370593030857,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Carcinogenics,0.0009088357144991,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Ozone Depletion,1.146284626775177e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Photochemical Oxidation,0.0005267368161486,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Non-Carcinogenics,2.0623455083731983,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
"Respiratory Effects, Average",0.0003336353235093,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Alop,0.0050210228311946,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Gwp100,0.4403823766896808,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Fdp,0.1413446739660687,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Fetpinf,6.06958084402197e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Fep,1.8180834560824943e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Htpinf,0.0180165478115075,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Irp_He,0.0593417575354251,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Metpinf,0.0001672019480554,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Mep,2.831249885660029e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Mdp,0.0060638949377622,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Nltp,2.542857091093661e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Odpinf,1.1141920847266044e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Pmfp,0.0004389995512169,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Pofp,0.0008074473910134,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Tap100,0.0008159217874305,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Tetpinf,1.6888617540798142e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Ulop,0.0031856772198472,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Wdp,0.0025191814775603,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS
Acidification,0.0515626961508599,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
Ecotoxicity,0.2553565671216506,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
Eutrophication,3.5986198280762866e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
Global Warming,0.4428513939403194,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
Carcinogenics,0.0009124844470244,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
Ozone Depletion,1.1368492707638017e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
Photochemical Oxidation,0.0005359032266569,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
Non-Carcinogenics,2.072968603595984,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
"Respiratory Effects, Average",0.0003411374847998,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_IRA,ReEDS
Alop,0.0050928679835868,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Gwp100,0.4456971019932322,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Fdp,0.1418972640152303,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Fetpinf,6.137440760301154e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Fep,1.868531252071286e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Htpinf,0.0182107082540267,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Irp_He,0.0591004051115402,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Metpinf,0.0001676833592961,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Mep,2.8769287482733408e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Mdp,0.0060560804396638,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Nltp,2.565291367637847e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Odpinf,1.1046169232142877e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Pmfp,0.0004485589908852,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Pofp,0.0008149882086407,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Tap100,0.0008298850836311,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Tetpinf,1.688258171264139e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Ulop,0.0032517659117262,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Wdp,0.0025246450748957,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS
Acidification,0.0516694720721764,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Ecotoxicity,0.2563098572417426,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Eutrophication,3.606930015582084e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Global Warming,0.443258345459002,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Carcinogenics,0.0009148460276237,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Ozone Depletion,1.1338463450430829e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Photochemical Oxidation,0.0005371801849605,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Non-Carcinogenics,2.0775993660887324,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
"Respiratory Effects, Average",0.0003420552405839,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Alop,0.0051047458657907,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Gwp100,0.4461026029898927,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Fdp,0.1417947304428736,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Fetpinf,6.147873984526331e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Fep,1.875642200822796e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Htpinf,0.0182765543883853,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Irp_He,0.0590568052135285,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Metpinf,0.0001681662695767,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Mep,2.883795545378498e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Mdp,0.0060737246493101,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Nltp,2.5683969761914934e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Odpinf,1.1016610058502066e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Pmfp,0.0004497843406454,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Pofp,0.0008155482007425,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Tap100,0.0008314364223652,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Tetpinf,1.689670714884211e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Ulop,0.0032052692339044,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Wdp,0.0025250611546741,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS
Acidification,0.0515976900408717,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Ecotoxicity,0.256060281569852,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Eutrophication,3.605687079089317e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Global Warming,0.4417676173738464,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Carcinogenics,0.0009162005723299,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Ozone Depletion,1.1289002876808412e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Photochemical Oxidation,0.0005361993721439,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Non-Carcinogenics,2.07763658926505,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
"Respiratory Effects, Average",0.0003416655313119,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Alop,0.0051068902411679,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Gwp100,0.4446054423501077,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Fdp,0.1411794224960518,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Fetpinf,6.14654656789828e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Fep,1.873679769174951e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Htpinf,0.0183236403939013,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Irp_He,0.0589392432876623,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Metpinf,0.0001692059682489,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Mep,2.882049982076669e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Mdp,0.0060987125538873,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Nltp,2.5658037456979197e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Odpinf,1.0968671367704429e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Pmfp,0.0004492627855514,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Pofp,0.000813145628783,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Tap100,0.00083029459574,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Tetpinf,1.7092383052493538e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Ulop,0.0032710298159558,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Wdp,0.00252604842374,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS
Acidification,0.051768453583791,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Ecotoxicity,0.2565458908015567,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Eutrophication,3.613557458038927e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Global Warming,0.4443590800023796,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Carcinogenics,0.0009119644840356,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Ozone Depletion,1.1375223667700994e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Photochemical Oxidation,0.0005382139944489,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Non-Carcinogenics,2.0759753181587923,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
"Respiratory Effects, Average",0.0003426441987493,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Alop,0.0051119441638046,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Gwp100,0.4472083662283727,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Fdp,0.1421969583327917,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Fetpinf,6.157791420663909e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Fep,1.8786394091324935e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Htpinf,0.0182387195584196,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Irp_He,0.0591184791259184,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Metpinf,0.0001679650402539,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Mep,2.888793424241733e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Mdp,0.0060434154344468,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Nltp,2.572611092813687e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Odpinf,1.1052648719093144e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Pmfp,0.0004505197238683,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Pofp,0.0008175056738344,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Tap100,0.0008330491307042,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Tetpinf,1.7025587021663236e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Ulop,0.0032416006223158,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Wdp,0.0025285711774856,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS
Acidification,0.0516073359233344,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
Ecotoxicity,0.2559983250324478,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
Eutrophication,3.605112903472363e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
Global Warming,0.4422400005438137,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
Carcinogenics,0.000915420234997,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
Ozone Depletion,1.1312200369082991e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
Photochemical Oxidation,0.00053636575386,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
Non-Carcinogenics,2.0770935904695365,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
"Respiratory Effects, Average",0.0003416443907669,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
Alop,0.0051044876739519,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS
